course,unit,node_id,cluster,theme,learning_objective,statement,classification,date,historical_development
APUSH,9,s_qXxa,The End of the Cold War,WOR,Explain the causes and effects of the end of the Cold War and its legacy,"The Strategic Defense Initiative (SDI), nicknamed ""Star Wars,"" was Reagan's controversial missile defense program that aimed to protect the US from nuclear attack, contributing to Soviet economic strain and pushing Gorbachev toward arms negotiations.",essential,,
APUSH,9,s_sbau,The End of the Cold War,WOR,Explain the causes and effects of the end of the Cold War and its legacy,"The 1983 invasion of Grenada marked Reagan's first military intervention against communism, when American forces quickly overthrew a pro-Cuban regime on the Caribbean island.",essential,,
APUSH,9,s_smJd,Causation in Period 9,WOR,Explain the relative significance of the effects of change in the period after 1980 on American national identity,"The 2003 Iraq War quickly achieved the removal of Saddam Hussein but led to a power vacuum that fueled sectarian violence between Shia and Sunni groups, ultimately contributing to the rise of ISIS in 2014 and damaging U.S. credibility in the Middle East.",essential,2003-2014,"Following the attacks of September 11, 2001, U.S. foreign policy efforts focused on fighting terrorism around the world"
APUSH,9,s_v7mO,Causation in Period 9,WXT,Explain the relative significance of the effects of change in the period after 1980 on American national identity.,"The widespread adoption of the Internet in the 1990s initially increased business efficiency through email and digital record-keeping, but by the 2010s had fundamentally transformed retail shopping, resulting in the closure of many brick-and-mortar stores.",essential,1990s-2010s,"New developments in science and technology enhanced the economy and transformed society, while manufacturing decreased."
APUSH,9,s_w0jO,Challenges of the 21st Century,WOR,Explain the causes and effects of the domestic and international challenges the United States has faced in the 21st century.,"ISIS (Islamic State of Iraq and Syria) emerged from the chaos of the Iraq War and Syrian Civil War, establishing a self-declared caliphate in 2014 and conducting terrorist attacks globally.",essential,2014,"In the wake of attacks on the World Trade Center and the Pentagon in 2001, the United States launched military efforts against terrorism and lengthy, controversial conflicts in Afghanistan and Iraq."
APUSH,9,s_w6D7,Challenges of the 21st Century,WOR,Explain the causes and effects of the domestic and international challenges the United States has faced in the 21st century.,"The Taliban emerged in Afghanistan in the 1990s, establishing strict Islamic rule and providing safe haven to Al Qaeda, leading to U.S. demands for bin Laden's surrender after the 9/11 attacks.",supporting,1990s-2001,"In the wake of attacks on the World Trade Center and the Pentagon in 2001, the United States launched military efforts against terrorism and lengthy, controversial conflicts in Afghanistan and Iraq."
APUSH,9,s_zZ3m,The End of the Cold War,WOR,Explain the causes and effects of the end of the Cold War and its legacy,"Détente refers to a period of reduced Cold War tensions between the United States and Soviet Union during the 1970s, which Reagan's more confrontational approach replaced in the 1980s.",supporting,1970s-1980s,
APUSH,9,s_zmMZ,A Changing Economy,WXT,Explain the causes and effects of economic and technological change over time,"The World Trade Organization (WTO), established in 1994, enforced global trade rules and settled international disputes, but faced criticism for favoring corporate interests over workers' rights and environmental protections.",supporting,1994,
APWH,0,,Spread of Communism after 1900,,,"Key reforms of Iran's White Revolution during the 1960s included land redistribution from wealthy landowners to peasant farmers, women's suffrage, social welfare programs, and village literacy initiatives.",,,
APWH,0,IU_04Vm,Economics in the Global Age: from 1900 to Present,,,"Japan’s post-World War II economic policies, focused on export-driven growth and restricted imports, echoed earlier European mercantilist strategies.",,,
APWH,0,IU_0Vb6,Maritime Empires Maintained and Developed from c. 1450 to c. 1750,,,Rivalries over trade routes and access to European goods fueled conflict between Morocco and Songhai.,,,
APWH,0,IU_1oSN,Calls for Reform and Responses After 1900,,,"Racial and gender equality movements have historically used protests, legal battles, and political activism, paralleling earlier abolitionist and suffragist struggles.",,,
APWH,0,IU_1rIt,Maritime Empires Established from c. 1450 to c. 1750,,,"Enslaved people faced high mortality due to harsh labor, malnutrition, inadequate shelter, tropical diseases, and brutal working conditions.",,,
APWH,0,IU_2fN8,Changing Social Hierarchies from 1450 to 1750,,,"Nobles in England and the Netherlands retained political influence, with English landowners maintaining control over Parliament.",,,
APWH,0,IU_2l1Q,Technological Advances and Limitations after 1900: Disease,,,"Sanitation systems and clean water initiatives reduced cholera and other waterborne diseases, addressing public health crises caused by rapid urbanization during the Industrial Revolution.",,,
APWH,0,IU_2rRw,Advances in Technology and Exchange after 1900,,,"The Green Revolution transformed farming practices, similar to how the Agricultural Revolution during the Industrial Revolution reshaped European agriculture by favoring large-scale production over small-scale farming.",,,
APWH,0,IU_3Pki,Maritime Empires Maintained and Developed from c. 1450 to c. 1750,,,"The Atlantic Slave Trade reduced adult male populations in West and Central Africa, disrupting social structures and weakening local economies.",,,
APWH,0,IU_5Hv4,Resistance to Globalization After 1900,,,"Debt burdens in developing nations fueled economic crises, prompting calls for debt relief and restructuring to prevent financial collapse.",,,
APWH,0,IU_622X,Technological Advances: Debates About the Environment After 1900,,,"As climate change intensified extreme weather events, global concerns grew, but debates over environmental policies and economic priorities remained unresolved.",,,
APWH,0,IU_9ewI,Changing Social Hierarchies from 1450 to 1750,,,"European nobility maintained power, especially in landownership, but faced growing challenges from merchants and skilled workers, particularly in England and the Netherlands.",,,
APWH,0,IU_9lMp,Advances in Technology and Exchange after 1900,,,"As with the Industrial Revolution, rising costs of machinery and inputs during the Green Revolution forced many small farmers out of agriculture, contributing to rural displacement and urban migration.",,,
APWH,0,IU_A0k9,Maritime Empires Maintained and Developed from c. 1450 to c. 1750,,,"The Price Revolution, a period of high inflation in the 16th and 17th centuries, was driven by the Commercial Revolution and the influx of silver into the global market.",,,
APWH,0,IU_B7zP,Cultural Consequences of Connectivity from c. 1200 to c. 1450,,,"Motivated by a desire to preserve ancient knowledge, Islamic scholars translated Greek literary classics into Arabic, directly ensuring the survival of works by Aristotle and other Greek thinkers.",,,
APWH,0,IU_C3vQ,Cultural Consequences of Connectivity from c. 1200 to c. 1450,,,The transmission of mathematics texts from India and papermaking techniques from China by traveling scholars directly enriched the intellectual and technological resources of societies along the trade networks.,,,
APWH,0,IU_CSKD,Empires: Belief Systems from c. 1450 to c. 1750,,,"Christianity remained the dominant faith in Europe, yet increasing religious divisions in the 16th and 17th centuries led to political shifts, including Henry IV’s strategic conversion to Catholicism and the rise of religious tolerance.",,,
APWH,0,IU_FpD0,Globalized Culture After 1900,,,"Political and social shifts in the 20th century transformed the arts, while globalization expanded popular and consumer culture.",,,
APWH,0,IU_H1zX,Environmental Consequences of Connectivity from c. 1200 to c. 1450,,,The rapid transmission of the Bubonic Plague along these exchange networks directly caused the Black Death to kill one-third of Europe's population within a few years.,,,
APWH,0,IU_H5vT,Exchange in the Indian Ocean from c. 1200 to c. 1450,,,"Rising demand for luxury goods like spices and silk incentivized merchants to expand trade networks, increasing the scope of global exchange.",,,
APWH,0,IU_Hrnm,Maritime Empires Maintained and Developed from c. 1450 to c. 1750,,,"The Commercial Revolution was driven by European colonial expansion, new ocean trade routes, population growth, and inflation.",,,
APWH,0,IU_IAgo,Changing Social Hierarchies from 1450 to 1750,,,"The rise of the merchant class in Europe marked a shift, as economic power began to compete with traditional aristocratic privilege.",,,
APWH,0,IU_J8zN,Technological Innovations from 1450 to 1750,,,The rise of merchants and the middle class weakened the traditional power of the nobility by shifting economic influence to wealth-based rather than land-based power.,,,
APWH,0,IU_JFL8,Economics in the Global Age: from 1900 to Present,,,"The emergence of knowledge economies marked a shift from industrial production to technology-driven growth, reshaping global economic structures.",,,
APWH,0,IU_Je66,Maritime Empires Maintained and Developed from c. 1450 to c. 1750,,,"The Dutch East India Company, a dominant joint-stock company, profited from trade in the Spice Islands and Southeast Asia, influencing regional economies.",,,
APWH,0,IU_M5nC,Environmental Consequences of Connectivity from c. 1200 to c. 1450,,,"Mongol conquests facilitated the movement of plague-carrying fleas from China to Central Asia, accelerating the Bubonic Plague’s spread to Southeast Asia and Europe.",,,
APWH,0,IU_MEjo,Empires: Administration from c. 1450 to c. 1750,,,"The Songhai Empire centralized authority through bureaucracy, allowing it to dominate West African trade and taxation along trans-Saharan routes.",,,
APWH,0,IU_MxL8,Empires: Belief Systems from c. 1450 to c. 1750,,,"Despite centuries of Catholic dominance in Europe, the Protestant Reformation introduced lasting religious fragmentation and weakened the Church’s influence over European rulers.",,,
APWH,0,IU_N2qS,Cultural Consequences of Connectivity from c. 1200 to c. 1450,,,"Maritime trade and cultural exchange directly influenced the religious identity of regional kingdoms, resulting in the Hindu Srivijaya Empire on Sumatra and the Buddhist Majapahit Kingdom on Java.",,,
APWH,0,IU_NVWB,Maritime Empires Maintained and Developed from c. 1450 to c. 1750,,,The introduction of American crops like maize and cassava through the Atlantic trade boosted African population growth despite the losses from the slave trade.,,,
APWH,0,IU_NtAv,Empires: Administration from c. 1450 to c. 1750,,,"Both France and Russia centralized power by closely monitoring the nobility, but while French monarchs controlled nobles through court life at Versailles, Russian tsars weakened noble influence through military service requirements and territorial expansion.",,,
APWH,0,IU_PkDt,Maritime Empires Maintained and Developed from c. 1450 to c. 1750,,,The British East India Company established a commercial relationship with the Mughal Empire in the 17th century.,,,
APWH,0,IU_Rm1l,Calls for Reform and Responses After 1900,,,"Movements for racial and gender equality have existed for centuries, with 20th-century civil rights and feminist movements continuing earlier struggles for social justice.",,,
APWH,0,IU_SRed,Resistance to Globalization After 1900,,,"Labor exploitation in developing countries, exemplified by child labor in West Africa and the Rana Plaza collapse in Bangladesh, sparked backlash against multinational corporations and calls for fair trade policies.",,,
APWH,0,IU_TEOc,Empires: Administration from c. 1450 to c. 1750,,,The Manchus and Mongols expanded the Qing and Yuan dynasties by maintaining military strength and adopting key Chinese bureaucratic practices.,,,
APWH,0,IU_TZ2q,Calls for Reform and Responses After 1900,,,The 1995 Beijing Conference was a landmark international gathering that highlighted intensified global cooperation on gender equality in the late 20th century by affirming women's rights as fundamental human rights.,,,
APWH,0,IU_VeF5,Maritime Empires Maintained and Developed from c. 1450 to c. 1750,,,The Dutch and English displaced Portuguese influence in South Asia to expand their trading empires and dominate Indian Ocean commerce.,,,
APWH,0,IU_VxyV,Empires: Administration from c. 1450 to c. 1750,,,"The Tokugawa Shogunate centralized Japan, like European monarchs, but enforced isolationist policies instead of expanding global connections.",,,
APWH,0,IU_W9zQ,The Silk Roads from c. 1200 to c. 1450,,,"The Song Dynasty experienced significant growth in iron and steel production due to improved furnace design and increased urban demand for metal goods, which drove economic expansion and advancements in manufacturing throughout China.",,,
APWH,0,IU_WnlB,Globalized Culture After 1900,,,"Mass media has long influenced public opinion, evident in propaganda efforts during World War II and earlier conflicts.",,,
APWH,0,IU_XK3X,Columbian Exchange from c. 1450 to c. 1750,,,The introduction of the horse by Europeans to the Americas transformed the culture of the American Indians living in the Plains region.,,,
APWH,0,IU_XrTR,Calls for Reform and Responses After 1900,,,"Despite legal advancements, racial and gender discrimination persisted, necessitating ongoing activism and legal reforms.",,,
APWH,0,IU_Zksp,Empires: Administration from c. 1450 to c. 1750,,,"The Ming fell due to corruption and peasant uprisings, while the Qing, under Manchu rule, maintained Chinese institutions despite foreign governance.",,,
APWH,0,IU_Zxkn,Changing Social Hierarchies from 1450 to 1750,,,"European colonization shaped new hierarchies in the Americas, but power remained concentrated among landowners and colonial administrators, maintaining elite dominance.",,,
APWH,0,IU_a9cU,Maritime Empires Maintained and Developed from c. 1450 to c. 1750,,,"European states embraced mercantilism, using government policies to control trade, accumulate wealth, and strengthen national economies.",,,
APWH,0,IU_bm0Y,Maritime Empires Established from c. 1450 to c. 1750,,,"High demand for sugar in European markets expanded the transatlantic slave trade, leading the Portuguese to import enslaved Africans, particularly from the Kongo Kingdom and Swahili coast.",,,
APWH,0,IU_dhPB,Maritime Empires Established from c. 1450 to c. 1750,,,"The profitability of Portuguese sugar plantations influenced Spanish expansion of cash crop agriculture in the Caribbean, focusing on sugar and tobacco.",,,
APWH,0,IU_j4Vd,Environmental Consequences of Connectivity from c. 1200 to c. 1450,,,"As the plague spread through established exchange routes, approximately 25 million Chinese and other Asians died between 1332 and 1347.",,,
APWH,0,IU_kPvW,Changing Social Hierarchies from 1450 to 1750,,,"The Scientific Revolution and Enlightenment fostered a gradual decline in anti-Jewish prejudice, promoting religious tolerance in parts of Europe.",,,
APWH,0,IU_nc4L,Technological Innovations from 1450 to 1750,,,The fusion of European and non-European navigational techniques accelerated exploration and expanded global trade networks.,,,
APWH,0,IU_o5Xm,Cultural Consequences of Connectivity from c. 1200 to c. 1450,,,Trade routes facilitated not only the spread of religious ideas but also the exchange of scientific and technological innovations between regions.,,,
APWH,0,IU_oKmj,Technological Innovations from 1450 to 1750,,,"Increased trade encouraged commercial innovations such as banking systems, which facilitated global economic expansion.",,,
APWH,0,IU_p2Jr,Exchange in the Indian Ocean from c. 1200 to c. 1450,,,"The trade in enslaved people played a significant role in Indian Ocean exchanges by supplying labor and integrating distant regions, thereby creating economic and social linkages that reinforced the overall network of commerce.",,,
APWH,0,IU_qOaF,Maritime Empires Maintained and Developed from c. 1450 to c. 1750,,,"The East India Company's influence grew in India, leading to British political and military control.",,,
APWH,0,IU_t4pE,The Mongol Empire and the Making of the Modern World from c. 1200 to c. 1450,,,"The Mongol Empire's rise expanded trade connections, while its collapse contributed to commercial and technological shifts that reshaped Eurasia’s political and economic landscapes.",,,
APWH,0,IU_vL0V,Internal and External Challenges to State Power from 1450 to 1750,,,"Resistance in Kongo against European powers arose due to economic exploitation, European influence, and the transatlantic slave trade’s effects on society.",,,
APWH,0,IU_vYQa,Maritime Empires Maintained and Developed from c. 1450 to c. 1750,,,"African societies that profited from slave raids became economically dependent on European trade, undermining long-term stability.",,,
APWH,0,IU_w6Mp,Environmental Consequences of Connectivity from c. 1200 to c. 1450,,,"In Europe, the drastic population loss caused by the plague led to labor shortages that empowered surviving serfs to demand better rights and wages, thereby contributing to the gradual decline of the traditional feudal system.",,,
APWH,0,IU_wI1O,Economics in the Global Age: from 1900 to Present,,,"Economic globalization has widened global wealth disparities, as industrialized nations benefit disproportionately from trade and investment.",,,
APWH,0,IU_yGsR,Economics in the Global Age: from 1900 to Present,,,"Post-World War II decolonization created newly independent nations that sought global economic integration, leading to the rise of trade blocs like ASEAN and the African Union.",,,
APWH,0,IU_z8Lq,The Mongol Empire and the Making of the Modern World from c. 1200 to c. 1450,,,"Despite political and social upheavals, China remained a dominant trading power, maintaining control over extensive regional and international trade networks.",,,
APWH,0,KC-3.1.I.A.i ,The Silk Roads from c. 1200 to c. 1450,,,Improved commercial practices led to an increased volume of trade and expanded the geographical range of existing trade routes—including the Silk Roads—promoting the growth of powerful new trading cities.,,,
APWH,0,KC-3.1.I.A.ii ,Exchange in the Indian Ocean from c. 1200 to c. 1450,,,"Improved transportation technologies and commercial practices led to an increased volume of trade and expanded the geographical range of existing trade routes, including the Indian Ocean, promoting the growth of powerful new trading cities.",,,
APWH,0,KC-3.1.I.A.iii ,Exchange in the Indian Ocean from c. 1200 to c. 1450,,,The Indian Ocean trading network fostered the growth of states.,,,
APWH,0,KC-3.1.I.A.iv,Trans-Saharan Trade Routes from c. 1200 to c. 1450,,,"Improved transportation technologies and commercial practices led to an increased volume of trade and expanded the geographical range of existing trade routes, including the trans-Saharan trade network.",,,
APWH,0,KC-3.1.I.C.i ,The Silk Roads from c. 1200 to c. 1450,,,"The growth of interregional trade in luxury goods was encouraged by innovations in previously existing transportation and commercial technologies, including the caravanserai, forms of credit, and the development of money economies.",,,
APWH,0,KC-3.1.I.C.ii ,Exchange in the Indian Ocean from c. 1200 to c. 1450,,,"The growth of interregional trade in luxury goods was encouraged by significant innovations in previously existing transportation and commercial technologies, including the use of the compass, the astrolabe, and larger ship designs.",,,
APWH,0,KC-3.1.I.E.i ,The Mongol Empire and the Making of the Modern World from c. 1200 to c. 1450,,,The expansion of empires—including the Mongols—facilitated Afro-Eurasian trade and communication as new people were drawn into their conquerors’ economies and trade networks.,,,
APWH,0,KC-3.1.I.E.ii ,Trans-Saharan Trade Routes from c. 1200 to c. 1450,,,The expansion of empires—including Mali in West Africa–facilitated Afro-Eurasian trade and communication as new people were drawn into the economies and trade networks.,,,
APWH,0,KC-3.1.II.A.i ,Exchange in the Indian Ocean from c. 1200 to c. 1450,,,"The expansion and intensification of long-distance trade routes often depended on environmental knowledge, including advanced knowledge of the monsoon winds.",,,
APWH,0,KC-3.1.II.A.ii ,Trans-Saharan Trade Routes from c. 1200 to c. 1450,,,The growth of interregional trade was encouraged by innovations in existing transportation technologies.,,,
APWH,0,KC-3.1.III.B ,Exchange in the Indian Ocean from c. 1200 to c. 1450,,,"In key places along important trade routes, merchants set up diasporic communities where they introduced their own cultural traditions into the indigenous cultures and, in turn, indigenous cultures influenced merchant cultures.",,,
APWH,0,KC-3.1.III.C ,Cultural Consequences of Connectivity from c. 1200 to c. 1450,,,"As exchange networks intensified, an increasing number of travelers within Afro-Eurasia wrote about their travels.",,,
APWH,0,KC-3.1.III.D,Cultural Consequences of Connectivity from c. 1200 to c. 1450,,,"Increased cross-cultural interactions resulted in the diffusion of literary, artistic, and cultural traditions, as well as scientific and technological innovations.",,,
APWH,0,KC-3.1.IV ,Environmental Consequences of Connectivity from c. 1200 to c. 1450,,,"There was continued diffusion of crops and pathogens, with epidemic diseases, including the bubonic plague, along trade routes.",,,
APWH,0,KC-3.2.I.B.iii ,The Mongol Empire and the Making of the Modern World from c. 1200 to c. 1450,,,"Empires collapsed in different regions of the world and in some areas were replaced by new imperial states, including the Mongol khanates.",,,
APWH,0,KC-3.2.II.A.ii ,The Mongol Empire and the Making of the Modern World from c. 1200 to c. 1450,,,"Interregional contacts and conflicts between states and empires, including the Mongols, encouraged significant technological and cultural transfers.",,,
APWH,0,KC-3.2.II.A.iii ,Exchange in the Indian Ocean from c. 1200 to c. 1450,,,"Interregional contacts and conflicts between states and empires encouraged significant technological and cultural transfers, including during Chinese maritime activity led by Ming Admiral Zheng He.",,,
APWH,0,KC-3.3.I.B ,The Silk Roads from c. 1200 to c. 1450,,,"Demand for luxury goods increased in Afro-Eurasia. Chinese, Persian, and Indian artisans and merchants expanded their production of textiles and porcelains for export; manufacture of iron and steel expanded in China.",,,
APWH,0,KC-3.3.II ,Cultural Consequences of Connectivity from c. 1200 to c. 1450,,,"The fate of cities varied greatly, with periods of significant decline and periods of increased urbanization, buoyed by rising productivity and expanding trade networks.",,,
APWH,0,KC-4.1.II,Technological Innovations from 1450 to 1750,,,"Knowledge, scientific learning, and technology from the Classical, Islamic, and Asian worlds spread, facilitating European technological developments and innovation.",,,
APWH,0,KC-4.1.II.A,Technological Innovations from 1450 to 1750,,,"The developments included the production of new tools, innovations in ship designs, and an improved understanding of regional wind and currents patterns-all of which made transoceanic travel and trade possible.",,,
APWH,0,KC-4.1.III,Exploration: Causes and Events from 1450 to 1750,,,New state-supported transoceanic maritime exploration occurred in this period.,,,
APWH,0,KC-4.1.III.A,Exploration: Causes and Events from 1450 to 1750,,,Portuguese development of maritime technology and navigational skills led to increased travel to and trade with Africa and Asia and resulted in the construction of a global trading-post empire.,,,
APWH,0,KC-4.1.III.B,Exploration: Causes and Events from 1450 to 1750,,,Spanish sponsorship of the voyages of Columbus and subsequent voyages across the Atlantic and Pacific dramatically increased European interest in transoceanic travel and trade.,,,
APWH,0,KC-4.1.III.C,Exploration: Causes and Events from 1450 to 1750,,,"Northern Atlantic crossings were undertaken under English, French, and Dutch sponsorship, often with the goal of finding alternative sailing routes to Asia.",,,
APWH,0,KC-4.1.IV,Maritime Empires Maintained and Developed from c. 1450 to c. 1750,,,"The new global circulation of goods was facilitated by chartered European monopoly companies and the global flow of silver, especially from Spanish colonies in the Americas, which was used to purchase Asian goods for the Atlantic markets and satisfy Chinese demand for silver. Regional markets continued to flourish in Afro-Eurasia by using established commercial practices and new transoceanic and regional shipping services developed by European merchants.",,,
APWH,0,KC-4.1.IV.C,Maritime Empires Maintained and Developed from c. 1450 to c. 1750,,,"Mercantilist policies and practices were used by European rulers to expand and control their economies and claim overseas territories. Joint-stock companies, influenced by these mercantilist principles, were used by rulers and merchants to finance exploration and were used by rulers to compete against one another in global trade.",,,
APWH,0,KC-4.1.IV.D.i,Maritime Empires Maintained and Developed from c. 1450 to c. 1750,,,"The Atlantic trading system involved the movement of goods, wealth, and labor, including enslaved persons.",,,
APWH,0,KC-4.1.IV.D.ii,Maritime Empires Maintained and Developed from c. 1450 to c. 1750,,,"The Atlantic trading system involved the movement of labor -including enslaved persons- and the mixing of African, American, and European cultures and peoples, with all parties contributing to this cultural synthesis.",,,
APWH,0,KC-4.1.V,Columbian Exchange from c. 1450 to c. 1750,,,"The new connections between the Eastern and Western Hemispheres brought about a profound exchange of species, diseases, and cultures, reshaping societies and economies worldwide.",,,
APWH,0,KC-4.1.V.A,Columbian Exchange from c. 1450 to c. 1750,,,"European colonization of the Americas led to the unintentional transfer of disease vectors, including mosquitoes and rats, and the spread of diseases that were endemic in the Eastern Hemisphere, including smallpox, measles, and malaria. Some of these diseases substantially reduced the indigenous populations, with catastrophic effects in many areas.",,,
APWH,0,KC-4.1.V.B,Columbian Exchange from c. 1450 to c. 1750,,,"American foods became staple crops in various parts of Europe, Asia, and Africa. Cash crops were grown primarily on plantations with coerced labor and were exported mostly to Europe and the Middle East.",,,
APWH,0,KC-4.1.V.C,Columbian Exchange from c. 1450 to c. 1750,,,"Afro-Eurasian fruit trees, grains, sugar, and domesticated animals were brought by Europeans to the Americas, while other foods were brought by African enslaved persons.",,,
APWH,0,KC-4.1.V.D,Columbian Exchange from c. 1450 to c. 1750,,,Populations in Afro-Eurasia benefitted nutritionally from the increased diversity of American food crops.,,,
APWH,0,KC-4.1.VI,Maritime Empires Maintained and Developed from c. 1450 to c. 1750,,,"In some cases, the increase and intensification of interactions between newly connected hemispheres expanded the reach and furthered development of existing religions, and contributed to religious conflicts and the development of syncretic belief systems and practices.",,,
APWH,0,KC-4.1.VI.i,Empires: Belief Systems from c. 1450 to c. 1750,,,The Protestant Reformation marked a break with existing Christian traditions and both the Protestant and Catholic reformations contributed to the growth of Christianity.,,,
APWH,0,KC-4.1.VI.ii,Empires: Belief Systems from c. 1450 to c. 1750,,,"Political rivalries between the Ottoman and Safavid empires further deepened the divide within Islam between Sunni and Shi’a, reinforcing their separate geopolitical identities.",,,
APWH,0,KC-4.1.VI.iii,Empires: Belief Systems from c. 1450 to c. 1750,,,Sikhism developed in South Asia in a context of interactions between Hinduism and Islam.,,,
APWH,0,KC-4.2.II.A,Maritime Empires Maintained and Developed from c. 1450 to c. 1750,,,Peasant and artisan labor continued and intensified in many regions as the demand for food and consumer goods increased.,,,
APWH,0,KC-4.2.II.B,Maritime Empires Established from c. 1450 to c. 1750,,,"Enslavement in Africa continued in its traditional forms, including incorporation of enslaved persons into households and the export of enslaved persons to the Mediterranean and the Indian Ocean regions.",,,
APWH,0,KC-4.2.II.C,Maritime Empires Established from c. 1450 to c. 1750,,,"The growth of the plantation economy increased the demand for enslaved labor in the Americas, leading to significant demographic, social, and cultural changes.",,,
APWH,0,KC-4.2.II.D,Maritime Empires Established from c. 1450 to c. 1750,,,"Newly developed colonial economies in the Americas largely depended on agriculture, utilized existing labor systems, including the Incan mit'a, and introduced new labor systems including chattel slavery, indentured servitude, and encomienda and hacienda systems.",,,
APWH,0,KC-4.2.III.A,Changing Social Hierarchies from 1450 to 1750,,,"Imperial conquests and widening global economic opportunities contributed to the formation of new political and economic elites, including in China with the transition to the Qing Dynasty and in the Americas with the rise of the Casta system.",,,
APWH,0,KC-4.2.III.B,Changing Social Hierarchies from 1450 to 1750,,,The power of existing political and economic elites fluctuated as the elites confronted new challenges to their ability to affect the policies of the increasingly powerful monarchs and leaders.,,,
APWH,0,KC-4.2.III.C,Maritime Empires Maintained and Developed from c. 1450 to c. 1750,,,"Some notable gender and family restructuring occurred, including demographic changes in Africa that resulted from the trade of enslaved persons.",,,
APWH,0,KC-4.3.I.A,Empires: Administration from c. 1450 to c. 1750,,,"Rulers continued to use religious ideas, art, and monumental architecture to legitimize their rule.",,,
APWH,0,KC-4.3.I.B,Changing Social Hierarchies from 1450 to 1750,,,"Many states, such as the Mughal and Ottoman empires, adopted practices to accommodate the ethnic and religious diversity of their subjects or to utilize the economic, political, and military contributions of different ethnic or religious groups. In other cases, states suppressed diversity or limited certain groups' roles in society, politics, or the economy.",,,
APWH,0,KC-4.3.I.C,Empires: Administration from c. 1450 to c. 1750,,,"Recruitment and use of bureaucratic elites, as well as the development of military professionals, became more common among rulers who wanted to maintain centralized control over their populations and resources.",,,
APWH,0,KC-4.3.I.D,Empires: Administration from c. 1450 to c. 1750,,,"Rulers used tribute collection, tax farming, and innovative tax-collection systems to generate revenue in order to forward state power and expansion.",,,
APWH,0,KC-4.3.II,Empires Expand from c. 1450 to c. 1750,,,"Imperial expansion relied on the increased use of gunpowder, cannons, and armed trade to establish large empires in both hemispheres.",,,
APWH,0,KC-4.3.II.A.i,Maritime Empires Established from c. 1450 to c. 1750,,,"Europeans established new trading posts in Africa and Asia, which proved profitable for the rulers and merchants involved in new global trade networks. Some Asian states sought to limit the disruptive economic and cultural effects of European-dominated long-distance trade by adopting restrictive or isolationist trade policies.",,,
APWH,0,KC-4.3.II.A.ii,Maritime Empires Established from c. 1450 to c. 1750,,,"The expansion of maritime trading networks fostered the growth of states in Africa, including the Asante and the Kingdom of the Kongo, whose participation in trading networks led to an increase in their influence.",,,
APWH,0,KC-4.3.II.A.iii,Maritime Empires Established from c. 1450 to c. 1750,,,"Despite some disruption and restructuring due to the arrival of Portuguese, Spanish, and Dutch merchants, existing trade networks in the Indian Ocean continued to flourish and included intra-Asian trade and Asian merchants.",,,
APWH,0,KC-4.3.II.B,Empires Expand from c. 1450 to c. 1750,,,"Land empires included the Manchu in Central and East Asia; the Mughal in South and Central Asia; the Ottoman in Southern Europe, the Middle East, and North Africa; and the Safavids in the Middle East.",,,
APWH,0,KC-4.3.II.C,Maritime Empires Established from c. 1450 to c. 1750,,,"Driven largely by political, religious, and economic rivalries, European states established new maritime empires, including the Portuguese, Spanish, Dutch, French, and British.",,,
APWH,0,KC-4.3.III.i,Empires Expand from c. 1450 to c. 1750,,,Political and religious disputes led to rivalries and conflict between states.,,,
APWH,0,KC-4.3.III.ii,Maritime Empires Maintained and Developed from c. 1450 to c. 1750,,,Economic disputes led to rivalries and conflict between states.,,,
APWH,0,KC-4.3.III.iii,Internal and External Challenges to State Power from 1450 to 1750,,,"State expansion and centralization led to resistance from an array of social, political, and economic groups on a local level.",,,
APWH,0,KC-5.3.III.C,Internal and External Challenges to State Power from 1450 to 1750,,,Enslaved persons challenged existing authorities in the Americas through organized resistance.,,,
APWH,0,KC-6.1.I.A,Advances in Technology and Exchange after 1900,,,"New communication technologies—including radio, cellular networks, and the internet, reduced geographic barriers and accelerated global integration.",,,
APWH,0,KC-6.1.I.C,Advances in Technology and Exchange after 1900,,,"Medical innovations, including vaccines and antibiotics, transformed global public health by significantly increasing life expectancy and reducing mortality rates worldwide.",,,
APWH,0,KC-6.1.I.D,Advances in Technology and Exchange after 1900,,,"Advancements in energy technologies, particularly the adoption of petroleum and nuclear power, increased industrial productivity and enabled mass production of material goods worldwide.",,,
APWH,0,KC-6.1.II.A,Technological Advances: Debates About the Environment After 1900,,,"As human activity contributed to deforestation, desertification, a decline in air quality, and increased consumption of the world's supply of fresh water, humans competed over these and other resources more intensely than ever before.",,,
APWH,0,KC-6.1.II.B,Technological Advances: Debates About the Environment After 1900,,,"The release of greenhouse gases and pollutants sparked debates over the causes of climate change, shaping global discussions on environmental responsibility.",,,
APWH,0,KC-6.1.III,Technological Advances and Limitations after 1900: Disease,,,"Diseases, as well as medical and scientific developments, had significant effects on populations around the world.",,,
APWH,0,KC-6.1.III.A,Technological Advances and Limitations after 1900: Disease,,,"Diseases associated with poverty persisted while other diseases emerged as new epidemics and threats to human populations, in some cases leading to social disruption. These outbreaks spurred technological and medical advances. Some diseases occurred at higher incidence merely because of increased longevity.",,,
APWH,0,KC-6.1.III.B,Advances in Technology and Exchange after 1900,,,"Advancements in birth control methods expanded reproductive choices, reducing fertility rates and reshaping social structures in many parts of the world.",,,
